zpid,longitude,latitude,bathrooms,bedrooms,address,zipcode,living_area,lot_area,lot_area_unit,home_type,price,rent_zestimate,sale_zestimate,time_on_zillow
441081212,-87.67439,41.8298,3.0,6.0,3520 S Winchester Ave,60609,,3750.0,sqft,MULTI_FAMILY,459900.0,,,2246986000
2083806689,-87.65169,41.79798,3.0,6.0,5256 S Carpenter St,60609,,3049.2,sqft,MULTI_FAMILY,275000.0,,,2351976000
3983044,-87.659164,41.806217,,,4820 S Ada St,60609,,3125.0,sqft,LOT,84500.0,,,2434171000
2108614240,-87.67845,41.801445,4.0,8.0,2136 W 51st St,60609,,3125.0,sqft,MULTI_FAMILY,129900.0,,,2537987000
3881737,-87.64401,41.83059,4.0,4.0,3502 S Union Ave,60609,3300.0,2952.0,sqft,SINGLE_FAMILY,929000.0,,,2698796000
3982670,-87.6557,41.801697,3.0,8.0,1212 W 51st St,60609,,3125.0,sqft,MULTI_FAMILY,225000.0,,,2865267000
2096186950,-87.642746,41.806965,3.0,4.0,4801 S Union Ave,60609,2400.0,2613.6,sqft,SINGLE_FAMILY,499999.0,,,3052188000
340033373,-87.65166,41.796574,2.0,6.0,5344 S Carpenter St,60609,,3125.0,sqft,MULTI_FAMILY,395000.0,,,3291586000
3981550,-87.66964,41.814922,3.0,5.0,4329 S Wood St,60609,2500.0,7200.0,sqft,SINGLE_FAMILY,189000.0,3059.0,,3356701000
349079217,-87.645355,41.80298,,,3639-3645 S Halsted St,60609,,8712.0,sqft,LOT,750000.0,,,3570288000
2134607361,-87.63998,41.812366,4.0,3.0,541 W 45th St,60609,2600.0,3125.0,sqft,SINGLE_FAMILY,549000.0,2911.0,537700.0,3986394000
2120523504,-87.660706,41.798122,3.0,7.0,5249 S Bishop St,60609,,2310.0,sqft,MULTI_FAMILY,409900.0,,,4348483000
443304577,-87.64804,41.79767,4.0,10.0,5300 S Peoria St,60609,,3125.0,sqft,MULTI_FAMILY,139900.0,,,4362561000
2066335347,-87.67674,41.807327,2.0,4.0,4739 S Hoyne Ave,60609,,3000.0,sqft,MULTI_FAMILY,95000.0,2683.0,,4411773000
3981220,-87.63987,41.811455,4.0,4.0,539 W 45th Pl,60609,3000.0,3123.252,sqft,SINGLE_FAMILY,649000.0,3011.0,637100.0,4438194000
3983736,-87.64974,41.797024,1.0,2.0,5331 S Morgan St,60609,990.0,5625.0,sqft,SINGLE_FAMILY,199000.0,,,4442383000
2117370970,-87.65473,41.80237,3.0,8.0,5029 S Racine Ave,60609,,6534.0,sqft,MULTI_FAMILY,419900.0,,,4508373000
2097388461,-87.64516,41.80567,,,735 W 48th Pl,60609,,2613.6,sqft,LOT,70000.0,,,4610396000
3881182,-87.648605,41.829384,2.0,4.0,921 W 35th Pl,60609,1916.0,3675.0,sqft,SINGLE_FAMILY,488000.0,2882.0,490000.0,4914670000
3982577,-87.67238,41.799652,3.0,4.0,5154 S Wolcott Ave,60609,2193.0,3123.252,sqft,SINGLE_FAMILY,309900.0,2863.0,310600.0,5030780000
3882067,-87.64025,41.826073,3.0,5.0,3736 S Parnell Ave,60609,0.0,3001.284,sqft,SINGLE_FAMILY,675000.0,,,5137577000
159012925,-87.6444,41.80316,,,737 W 50th St,60609,,3125.0,sqft,LOT,80000.0,,,5635002000
159012926,-87.64431,41.80316,,,735 W 50th St,60609,,3125.0,sqft,LOT,80000.0,,,5635541000
87690887,-87.68339,41.82293,2.0,3.0,2323 W Pershing Rd APT 116,60609,1501.0,,,CONDO,208888.0,2333.0,211700.0,5807463000
2082905386,-87.6327,41.815887,2.0,6.0,4314 S Wells St,60609,,2613.6,sqft,MULTI_FAMILY,280000.0,2102.0,279000.0,6057071000
87719903,-87.68339,41.82293,2.0,1.0,2323 W Pershing Rd APT 104,60609,1050.0,,,CONDO,218000.0,1747.0,218200.0,6312392000
87719735,-87.66762,41.82474,1.0,2.0,3805 S Paulina St APT 1B,60609,950.0,,,CONDO,225000.0,,,6365793000
441095834,-87.66671,41.815163,3.0,10.0,4320 S Marshfield Ave,60609,,0.71,acres,MULTI_FAMILY,250000.0,,,6399405000
159013517,-87.633415,41.7988,,,5238 S Princeton Ave,60609,,2800.0,sqft,LOT,19000.0,,,6507393000
2110276301,-87.67181,41.79514,2.0,4.0,5427 S Wolcott Ave,60609,,3125.0,sqft,MULTI_FAMILY,310000.0,,,6675988000
441098388,-87.64857,41.79999,4.0,6.0,918 W 52nd St,60609,,3125.0,sqft,MULTI_FAMILY,189900.0,,,6774086000
442601049,-87.64566,41.814583,4.0,3.0,4353 S Halsted St,60609,2997.0,2950.0,sqft,SINGLE_FAMILY,669000.0,,664300.0,6779184000
2118207587,-87.66987,41.796497,2.0,5.0,5338 S Wood St,60609,,3125.0,sqft,MULTI_FAMILY,220000.0,,,6832901000
2118316009,-87.67316,41.809624,4.0,6.0,4623 S Winchester Ave,60609,,2986.56,sqft,MULTI_FAMILY,224900.0,1983.0,,6855699000
442559479,-87.645355,41.80298,,,4313-4339 S Halsted St,60609,,0.9067952249770431,acres,LOT,1680000.0,,,6936077000
351153417,-87.666595,41.810764,5.0,9.0,4548 S Marshfield Ave,60609,,3049.2,sqft,MULTI_FAMILY,0.0,,,6948692000
3982964,-87.65922,41.80746,2.0,3.0,4740 S Ada St,60609,735.0,3000.0,sqft,SINGLE_FAMILY,119900.0,,,7077691000
159013004,-87.634186,41.80721,,,4765 S Shields Ave,60609,,5662.8,sqft,LOT,35000.0,,,7107688000
159013485,-87.63347,41.800774,,,5134 S Princeton Ave,60609,,2613.6,sqft,LOT,19000.0,,,7107987000
159013505,-87.63344,41.79957,,,5210 S Princeton Ave,60609,,2781.0,sqft,LOT,19000.0,,,7107987000
159013506,-87.63343,41.799496,,,5214 S Princeton Ave,60609,,2781.0,sqft,LOT,19000.0,,,7107987000
159013103,-87.63355,41.80296,,,5018 S Princeton Ave,60609,,2613.6,sqft,LOT,22000.0,,,7108288000
159013060,-87.63361,41.805252,,,4904 S Princeton Ave,60609,,25.0,acres,LOT,22000.0,,,7108576000
2140991908,-87.65546,41.80385,2.0,4.0,4942 S Racine Ave,60609,,3125.0,sqft,MULTI_FAMILY,250000.0,1505.0,248900.0,7282890000
441081037,-87.67855,41.828827,,,3553 S Hamilton Ave,60609,,6250.0,sqft,LOT,575000.0,,553500.0,7995081000
159012887,-87.64242,41.805542,2.0,5.0,644 W 49th St,60609,,3125.0,sqft,MULTI_FAMILY,320000.0,1890.0,314100.0,8721671000
159007571,-87.64533,41.81465,4.0,3.0,4351 S Halsted St,60609,2997.0,2950.0,sqft,SINGLE_FAMILY,699000.0,4338.0,,8904386000
363539094,-87.64131,41.81012,3.0,3.0,612 W 46th Pl,60609,2000.0,3000.0,sqft,SINGLE_FAMILY,249999.0,,,9101473000
159460228,-87.63728,41.824753,4.0,4.0,424 W 38th Pl,60609,3700.0,3297.5,sqft,SINGLE_FAMILY,910000.0,,,9255384000
444734199,-87.68226,41.801792,2.0,3.0,2309 W 50th Pl,60609,,3049.2,sqft,MULTI_FAMILY,100000.0,,,9367584000
3983287,-87.6518,41.802624,1.0,3.0,5022 S Carpenter St,60609,1450.0,3123.252,sqft,SINGLE_FAMILY,60000.0,,,9523287000
87723955,-87.658226,41.799843,2.0,3.0,1316 W 52nd St,60609,2800.0,6250.0,sqft,SINGLE_FAMILY,325000.0,,,9716189000
2123027384,-87.67127,41.803593,2.0,4.0,4944 S Honore St,60609,,0.25,acres,MULTI_FAMILY,379900.0,,,9862864000
3983911,-87.6349,41.808296,2.0,3.0,4724 S Shields Ave,60609,1000.0,3300.0,sqft,SINGLE_FAMILY,135000.0,1631.0,132600.0,10135702000
87701371,-87.68339,41.82293,1.0,1.0,2323 W Pershing Rd APT 206,60609,900.0,,,CONDO,187900.0,1471.0,183000.0,10562895000
101230207,-87.659256,41.803864,,,1343 W 49th Pl,60609,,2613.6,sqft,LOT,29900.0,,,10598393000
2137552274,-87.63346,41.800476,2.0,8.0,5144 S Princeton Ave,60609,,3125.0,sqft,MULTI_FAMILY,288999.0,1872.0,284800.0,10672990000
3983922,-87.63488,41.807194,2.0,4.0,4764 S Shields Ave,60609,2500.0,3000.0,sqft,SINGLE_FAMILY,275000.0,,,10676592000
3984032,-87.64132,41.80092,2.0,5.0,5119 S Lowe Ave,60609,3125.0,3125.0,sqft,SINGLE_FAMILY,215000.0,2721.0,214100.0,10976903000
3880524,-87.67182,41.82427,4.0,4.0,3820 S Honore St,60609,2000.0,2953.368,sqft,SINGLE_FAMILY,439000.0,3173.0,434900.0,11750317000
2092618595,-87.65547,41.807957,2.0,4.0,4724 S Racine Ave,60609,,2613.6,sqft,MULTI_FAMILY,315000.0,1623.0,312300.0,11861299000
3984168,,,2.0,4.0,(undisclosed Address),60609,969.0,2831.4,sqft,SINGLE_FAMILY,161000.0,1989.0,,12275897000
440152693,-87.67801,41.795734,,,916-924 W 54th St,60609,,0.2869605142332415,acres,LOT,99500.0,,,12467590000
3983674,-87.65408,41.79695,2.0,5.0,5328 S May St,60609,,3112.5,sqft,MULTI_FAMILY,191000.0,,,14020398000
65540145,-87.66222,41.809616,2.0,5.0,4629 S Laflin St,60609,2400.0,3001.284,sqft,SINGLE_FAMILY,388000.0,,,14082505000
332929347,-87.66642,41.803646,,,4944 S Marshfield Ave,60609,,2963.0,sqft,LOT,35000.0,,,14705621000
3982415,-87.677475,41.796116,3.0,3.0,2114 W 54th St,60609,1200.0,3484.8,sqft,SINGLE_FAMILY,90000.0,,,15233009000
101345091,,,4.0,8.0,(undisclosed Address),60609,,3750.0,sqft,MULTI_FAMILY,650000.0,,,15890592000
2095225859,-87.66586,41.827953,4.0,9.0,3626 S Ashland Ave,60609,,2178.0,sqft,MULTI_FAMILY,599000.0,1505.0,591800.0,17640493000
353531607,-87.64397,41.82883,3.0,7.0,3600 S Union Ave,60609,,0.6799999999999999,acres,MULTI_FAMILY,995800.0,,,18870640000
158890725,-87.62601,41.824867,,,3821 S State St,60609,,3484.8,sqft,LOT,150000.0,1650.0,,19362746000
159005429,-87.62578,41.81594,,,4317 S State St,60609,,0.4804866850321396,acres,LOT,900000.0,1496.0,,19363075000
158890713,-87.62604,41.826187,,,3739 S State St,60609,,0.41,acres,LOT,1000000.0,1652.0,,19363747000
253298238,-87.62577,41.81546,,,4333 S State St,60609,,4186.0,sqft,LOT,175000.0,1541.0,,19364412000
444782228,-87.655334,41.812443,1.0,1.0,450 E Waterside Dr #1405,60609,885.0,,,CONDO,399500.0,,,20330228000
159012430,-87.64566,41.79951,,,5206 S Halsted St,60609,,0.3443526170798898,acres,LOT,165000.0,,,20921321000
158930409,-87.68495,41.811935,,,4500 S Western Ave,60609,,3920.4,sqft,LOT,429900.0,1801.0,,22137585000
3982940,-87.66165,41.807606,,,4734 S Bishop St,60609,,2613.6,sqft,LOT,44999.0,1173.0,,22147821000
2085216573,-87.6475,41.830437,,,835 W 35th St,60609,,8276.4,sqft,LOT,672500.0,2259.0,,23882800000
348029527,-87.645325,41.81441,3.0,3.0,4361 S Halsted St,60609,2980.0,3125.0,sqft,SINGLE_FAMILY,599000.0,3706.0,,24475185000
159012203,-87.64699,41.800915,,,840 W 51st Pl,60609,,6098.4,sqft,LOT,25000.0,,,24894302000
347915350,-87.64864,41.800648,,,841 & 843 W 51st Pl,60609,,6098.4,sqft,LOT,50000.0,,,25087304000
2054679784,-87.68496,41.82782,4.0,4.0,3628 S Western Ave #E,60609,2400.0,800.0,sqft,TOWNHOUSE,549000.0,,,27435279000
87704251,-87.68339,41.82293,1.0,2.0,2323 W Pershing Rd APT 135,60609,1000.0,,,CONDO,183000.0,,,27574767000
2114121023,-87.65276,41.79649,2.0,9.0,5344 S Aberdeen St,60609,,3750.0,sqft,MULTI_FAMILY,0.0,,,28124366000
3880408,-87.67482,41.826275,,,3713 S Damen Ave,60609,,3049.2,sqft,LOT,185000.0,,,30512276000
2052878493,-87.65638,41.8063,,,4803 S Elizabeth St,60609,,3125.0,sqft,LOT,99000.0,,,30967290000
2053153381,-87.657005,41.80168,,,1248 W 51st St,60609,,3000.0,sqft,LOT,19000.0,,,32588485000
159011442,-87.65839,41.802532,,,5017 S Ada St,60609,,3125.0,sqft,LOT,19000.0,,,32589024000
159011452,-87.65785,41.802326,,,5028 S Throop St,60609,,3125.0,sqft,LOT,19000.0,,,32589024000
159011489,-87.65598,41.801693,,,1220 W 51st St,60609,,3062.0,sqft,LOT,19000.0,,,32589024000
159011686,-87.65231,41.802685,,,5019 S Aberdeen St,60609,,3125.0,sqft,LOT,19000.0,,,32589024000
159011414,-87.66029,41.802166,,,5034 S Loomis Blvd,60609,,3125.0,sqft,LOT,19000.0,,,32589546000
159011803,-87.663895,41.800686,,,5118 S Justine St,60609,,2904.0,sqft,LOT,6500.0,,,32589546000
159012128,-87.65417,41.80005,,,5148 S May St,60609,,3125.0,sqft,LOT,7000.0,,,32589546000
2053153415,-87.66029,41.802235,,,5030 S Loomis Blvd,60609,,3125.0,sqft,LOT,19000.0,,,32589546000
80852891,-87.62737,41.908016,7.0,5.0,1401 N Astor St,60610,5500.0,2835.756,sqft,SINGLE_FAMILY,3395000.0,8089.0,3163900.0,39579000
2075494749,-87.63124,41.909683,1.0,1.0,70 W Burton Pl APT 1801,60610,745.0,,,CONDO,255000.0,2311.0,,44689000
70464159,-87.63584,41.90403,2.0,2.0,230 W Division St APT 501,60610,1537.0,,,CONDO,615000.0,,,104072000
3844577,-87.62583,41.90616,3.0,3.0,1300 N Lake Shore Dr APT 18D,60610,2200.0,,,CONDO,725000.0,,,106775000
62011934,-87.63516,41.904327,2.0,1.0,1212 N Wells St APT 1003,60610,0.0,,,CONDO,399000.0,3395.0,407200.0,120577000
3853962,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 406J,60610,0.0,,,CONDO,454900.0,,,121768000
2075709468,-87.63211,41.9072,1.0,1.0,1360 N Sandburg Ter APT 2803C,60610,0.0,,,CONDO,235000.0,,,125070000
70463993,-87.638,41.908867,2.0,2.0,1444 N Orleans St APT 5D,60610,0.0,,,CONDO,500000.0,,,128669000
3859080,-87.628746,41.900974,2.0,2.0,1030 N State St APT 9L,60610,1200.0,,,CONDO,649000.0,,,133472000
58364491,-87.63187,41.90248,2.0,2.0,1122 N Clark St APT 3206,60610,1275.0,,,CONDO,475000.0,,,136181000
2078494083,-87.6312,41.90979,1.0,1.0,70 W Burton Pl APT 1003,60610,745.0,,,CONDO,269000.0,,,211833000
80857015,-87.62752,41.903755,6.0,5.0,29 E Division St,60610,5000.0,1806.0,sqft,SINGLE_FAMILY,2295000.0,,,291878000
80827312,,,2.0,2.0,(undisclosed Address),60610,0.0,,,CONDO,475000.0,,,294884000
119096593,-87.63626,41.90473,2.0,1.0,110 W Superior St #1604,60610,1150.0,,,CONDO,509900.0,,,299387000
3858461,-87.63195,41.902943,4.0,4.0,111 W Elm St,60610,2800.0,1344.24,sqft,SINGLE_FAMILY,1449000.0,,,304175000
3856812,-87.62968,41.906185,3.0,2.0,1301 N Dearborn St APT 802,60610,2337.0,,,CONDO,1200000.0,,,352461000
2057260369,-87.62861,41.89979,8.0,6.0,9 W Walton St #3600,60610,7500.0,,,CONDO,8500000.0,,,368399000
446401419,-87.631165,41.90808,1.0,2.0,88 W Schiller St APT 1801,60610,0.0,,,CONDO,399974.0,,,379764000
3856668,-87.62966,41.907055,1.0,0.0,1339 N Dearborn St APT 5C,60610,690.0,,,CONDO,188000.0,,,383091000
3844197,-87.628365,41.906437,2.0,2.0,1325 N State Pkwy APT 13F,60610,1650.0,,,CONDO,649000.0,,,389698000
3855239,-87.62981,41.91105,1.0,0.0,1555 N Dearborn Pkwy APT 11C,60610,450.0,,,CONDO,174000.0,,,390004000
351464290,-87.632034,41.90869,1.0,1.0,1455 N Sandburg Ter APT 705,60610,631.0,,,CONDO,275000.0,2135.0,270500.0,431095000
3855207,-87.62981,41.91105,1.0,1.0,1555 N Dearborn Pkwy APT 4E,60610,850.0,,,CONDO,250000.0,,,550168000
3854909,-87.631165,41.90808,1.0,2.0,88 W Schiller St APT 2108L,60610,0.0,,,CONDO,429900.0,2763.0,425300.0,620683000
445833693,-87.63197,41.910072,1.0,1.0,1555 N Sandburg Ter APT 507,60610,900.0,,,CONDO,249000.0,,,626090000
2110635598,-87.62798,41.90738,1.0,1.0,1350 N Astor St APT 3C,60610,0.0,,,CONDO,285000.0,,,626986000
3843925,-87.62658,41.909004,3.0,3.0,1440 N Lake Shore Dr APT 24H,60610,1800.0,,,CONDO,575000.0,,,641972000
3853601,-87.632034,41.90869,1.0,2.0,1455 N Sandburg Ter APT 1204,60610,0.0,,,CONDO,395000.0,2470.0,401900.0,644686000
2054953401,-87.62583,41.90616,4.0,3.0,1300 N Lake Shore Dr #20AB,60610,3500.0,,,CONDO,1400000.0,,,650084000
3855730,-87.63758,41.907436,3.0,3.0,325 W Schiller St #3W,60610,2500.0,,,CONDO,799900.0,3614.0,778700.0,650984000
2080958739,-87.62706,41.907024,2.0,2.0,1335 N Astor St APT 12A,60610,1600.0,,,CONDO,324900.0,,,723855000
3853799,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 4201J,60610,1020.0,,,CONDO,489000.0,,,727160000
380648709,-87.644356,41.900578,3.0,3.0,1016 N Crosby St,60610,1692.0,,,TOWNHOUSE,825000.0,,806900.0,811786000
58364424,-87.63187,41.90248,1.0,1.0,1122 N Clark St APT 3904,60610,750.0,,,CONDO,245000.0,2406.0,241900.0,813878000
54536418,-87.63184,41.901684,1.0,0.0,111 W Maple St APT 812,60610,440.0,,,CONDO,179000.0,,,892494000
3856357,-87.63231,41.906933,1.0,1.0,1355 N Sandburg Ter APT 2108D,60610,0.0,,,CONDO,289900.0,,,898783000
439656978,-87.63219,41.90794,2.0,1.0,127 W Goethe St #127,60610,0.0,,,TOWNHOUSE,400000.0,,,980098000
3859272,-87.63219,41.8991,5.0,5.0,121 W Delaware Pl,60610,4000.0,1115.136,sqft,SINGLE_FAMILY,1649000.0,,,988793000
3858837,-87.62889,41.90158,1.0,0.0,1030 N State St APT 24F,60610,550.0,,,CONDO,275000.0,1838.0,267700.0,999600000
445774174,-87.6262,41.905117,3.0,4.0,70 E Scott St #905-906-907,60610,3400.0,,,CONDO,0.0,,,1032576000
444907271,-87.63237,41.908794,1.0,1.0,1460 Sandburg Ter APT 1106A,60610,550.0,,,CONDO,209900.0,,,1157677000
3843818,-87.62658,41.909004,1.0,1.0,1440 N Lake Shore Dr APT 10C,60610,875.0,,,CONDO,249500.0,,,1231492000
442533333,-87.62825,41.90764,3.0,3.0,1 E Schiller St #PENTHOUSE W23,60610,3500.0,,,CONDO,1450000.0,,,1244990000
60266134,-87.62966,41.907055,1.0,1.0,1339 N Dearborn St APT 2B,60610,750.0,,,CONDO,199900.0,2075.0,193500.0,1305259000
2105005503,-87.62736,41.903755,6.0,6.0,33 E Division St,60610,,1742.4,sqft,MULTI_FAMILY,3699000.0,3854.0,3486300.0,1311276000
245566137,-87.64345,41.900906,2.0,3.0,1014 N Larrabee St #2S,60610,1850.0,,,CONDO,664800.0,,,1326880000
444453104,-87.626526,41.908726,5.0,6.0,1430 N Lake Shore Dr #12,60610,5000.0,,,CONDO,1000000.0,,,1332890000
3854545,-87.63124,41.909683,1.0,1.0,70 W Burton Pl APT 805F,60610,745.0,,,CONDO,239000.0,2296.0,231700.0,1335863000
2067758420,-87.63209,41.91082,4.0,3.0,1550 N Clark St APT 703,60610,3809.0,,,CONDO,2799000.0,,,1339188000
119975135,-87.637535,41.901447,2.0,2.0,1042 N Orleans St APT 3,60610,1750.0,,,CONDO,795000.0,,,1339446000
3843596,-87.62843,41.90921,2.0,2.0,1445 N State Pkwy APT 1905,60610,1225.0,,,CONDO,379000.0,,,1342768000
3855469,-87.62991,41.908268,2.0,2.0,1415 N Dearborn St APT 27C,60610,1550.0,,,CONDO,550000.0,,,1348780000
3843999,-87.62658,41.909004,5.0,4.0,1440 N Lake Shore Dr APT 35A,60610,3800.0,,,CONDO,1479000.0,,,1394085000
443705540,-87.63237,41.908794,1.0,1.0,1460 Sandburg Ter APT 508,60610,800.0,,,CONDO,199000.0,,,1397671000
3855694,-87.62918,41.908276,6.0,5.0,1410 N State Pkwy APT 27A,60610,4000.0,,,CONDO,1499000.0,,,1403365000
65564524,-87.62963,41.898872,1.0,1.0,33 W Delaware Pl APT 19B,60610,850.0,,,CONDO,272000.0,,,1408169000
65550908,-87.62963,41.898872,1.0,1.0,33 W Delaware Pl APT 18B,60610,850.0,,,CONDO,272000.0,,,1421392000
63697235,-87.637794,41.908512,2.0,1.0,1426 N Orleans St APT 203,60610,1400.0,,,CONDO,445000.0,,,1426493000
444194829,-87.62926,41.910946,2.0,3.0,1544 N State Pkwy #3A,60610,1800.0,,,CONDO,550000.0,,,1478086000
2075474045,-87.631165,41.90808,2.0,2.0,88 W Schiller St #230103,60610,1369.0,,,CONDO,459000.0,,,1484686000
96796311,-87.6297,41.90118,6.0,5.0,1021 N Dearborn St,60610,5835.0,1398.0,sqft,TOWNHOUSE,2900000.0,,,1485599000
80819463,-87.63626,41.90473,2.0,2.0,500 W Superior St UNIT 802,60610,1170.0,,,CONDO,485000.0,,,1486492000
3854295,-87.63197,41.910072,2.0,2.0,1555 N Sandburg Ter APT 503K,60610,1200.0,,,CONDO,380000.0,,,1498789000
3854542,-87.63124,41.909683,1.0,1.0,70 W Burton Pl APT 505F,60610,845.0,,,CONDO,299000.0,,,1569295000
3858978,-87.62889,41.90158,1.0,1.0,1030 N State St APT 11J,60610,0.0,,,CONDO,424900.0,2243.0,419700.0,1569887000
3859040,-87.62889,41.90158,1.0,1.0,1030 N State St APT 21K,60610,0.0,,,CONDO,449500.0,2255.0,443000.0,1569887000
70464178,-87.63584,41.90403,2.0,2.0,230 W Division St APT 707,60610,959.0,,,CONDO,425000.0,,,1596274000
61960497,-87.63516,41.904327,2.0,1.0,1212 N Wells St APT 203,60610,1041.0,,,CONDO,400000.0,,,1601968000
3854007,-87.63266,41.91029,1.0,1.0,1560 N Sandburg Ter APT 907J,60610,0.0,,,CONDO,299000.0,,,1741172000
2062831592,-87.627304,41.910763,6.0,4.0,1555 N Astor St #28EW,60610,6000.0,,,CONDO,1600000.0,8278.0,1525400.0,1753768000
3843276,-87.62693,41.911118,2.0,2.0,1550 N Lake Shore Dr APT 29D,60610,1150.0,,,CONDO,359900.0,3300.0,350200.0,1834182000
2138422322,-87.631165,41.90808,1.0,1.0,88 W Schiller St APT 2801,60610,850.0,,,CONDO,350000.0,,,1841380000
353771465,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 1804J,60610,0.0,,,CONDO,494900.0,,491800.0,1914291000
2092316194,-87.625496,41.904552,4.0,3.0,1212 N Lake Shore Dr #22-23BS,60610,3400.0,,,CONDO,1299000.0,,,2008789000
65563774,-87.63733,41.904575,2.0,2.0,1225 N Orleans St APT 601,60610,1250.0,,,CONDO,410000.0,,,2013570000
2098501423,-87.62553,41.905304,4.0,4.0,1242 N Lake Shore Dr #22,60610,4200.0,,,CONDO,950000.0,,,2092483000
3845752,-87.62548,41.904186,2.0,2.0,1200 N Lake Shore Dr APT 1104,60610,2300.0,,,CONDO,1090000.0,,,2093386000
3843082,-87.627304,41.910763,4.0,3.0,1555 N Astor St APT 35W,60610,2850.0,,,CONDO,1599000.0,,,2094575000
3843039,-87.627304,41.910763,4.0,3.0,1555 N Astor St APT 36E,60610,3050.0,,,CONDO,1400000.0,6700.0,1348500.0,2100889000
3843307,-87.627914,41.908737,6.0,5.0,1432 N Astor St,60610,6300.0,2750.0,sqft,SINGLE_FAMILY,2999000.0,,,2110800000
3853272,-87.63237,41.908794,1.0,1.0,1460 N Sandburg Ter APT 504A,60610,0.0,,,CONDO,280000.0,2474.0,279300.0,2195705000
3845767,-87.62647,41.90377,5.0,4.0,57 E Division St,60610,5100.0,1903.0,sqft,SINGLE_FAMILY,3595000.0,,,2199899000
3844508,-87.627106,41.906612,5.0,4.0,1325 N Astor St APT 12,60610,4270.0,,,CONDO,1850000.0,8174.0,1778800.0,2203191000
3844110,-87.62824,41.90763,1.0,2.0,1 E Schiller St APT 16B,60610,0.0,,,CONDO,389900.0,,,2257790000
3856716,-87.62966,41.907055,1.0,2.0,1339 N Dearborn St APT 11E,60610,980.0,,,CONDO,305000.0,,,2422503000
54536410,-87.63184,41.901684,1.0,1.0,111 W Maple St APT 909,60610,650.0,,,CONDO,259900.0,,,2448855000
3854407,-87.6306,41.91038,2.0,2.0,1530 N Dearborn Pkwy #16,60610,1850.0,,,CONDO,560000.0,,,2452466000
2071528809,-87.63301,41.90422,1.0,1.0,1212 N Lasalle St #1705,60610,0.0,,,CONDO,224000.0,,,2465671000
54536310,-87.63184,41.901684,1.0,1.0,111 W Maple St APT 1808,60610,650.0,,,CONDO,230000.0,,,2469306000
101363305,-87.64171,41.90364,2.0,2.0,511 W Division St APT 304,60610,1196.0,,,CONDO,399900.0,,,2535010000
65550792,-87.64519,41.899426,1.0,1.0,1000 N Kingsbury St APT 107,60610,0.0,,,CONDO,335000.0,2645.0,327700.0,2552402000
3844754,-87.62628,41.906185,1.0,1.0,1313 N Ritchie Ct APT 906,60610,650.0,,,CONDO,229000.0,,,2576681000
60202130,-87.64177,41.907543,2.0,2.0,1371 N Mohawk St #2,60610,1200.0,,,CONDO,499000.0,3243.0,488700.0,2619580000
3854850,-87.631165,41.90808,1.0,2.0,88 W Schiller St APT 1806L,60610,900.0,,,CONDO,365000.0,,,2642980000
443630983,-87.63368,41.9042,1.0,1.0,1212 N Lasalle St #2505,60610,0.0,,,CONDO,260000.0,,,3062401000
3853848,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 1003J,60610,0.0,,,CONDO,449900.0,,,3741279000
3853861,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 2403J,60610,0.0,,,CONDO,459900.0,2574.0,459100.0,3886187000
3853865,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 2803J,60610,0.0,,,CONDO,464900.0,2574.0,465600.0,3887368000
443465893,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 2603J,60610,0.0,,,CONDO,464900.0,,,3904803000
3853854,-87.63266,41.91029,1.0,1.0,1560 N Sandburg Ter APT 1703J,60610,875.0,,,CONDO,309000.0,,,3926672000
3858460,-87.63183,41.902683,4.0,4.0,113 W Elm St,60610,2052.0,1368.0,sqft,SINGLE_FAMILY,1800000.0,,,3994506000
158764828,-87.63188,41.902943,3.0,4.0,109 W Elm St,60610,2043.0,1346.004,sqft,SINGLE_FAMILY,1500000.0,,,3994506000
350533139,-87.6358,41.9047,4.0,4.0,1460 N Sandburg Ter #2001-2002,60610,2400.0,,,CONDO,595000.0,,,4363187000
54536097,-87.64248,41.907593,2.0,3.0,1372 N Mohawk St UNIT A,60610,1800.0,,,CONDO,462500.0,,,4600804000
2075737642,-87.626755,41.91096,4.0,3.0,1500 N Lake Shore Dr #11-A,60610,4430.0,,,CONDO,2000000.0,,,4949484000
3842857,-87.628456,41.910007,7.0,6.0,1515 N State Pkwy,60610,9680.0,3900.0,sqft,SINGLE_FAMILY,6995000.0,,,5043690000
3856213,-87.63231,41.906933,1.0,1.0,1355 N Sandburg Ter APT 1103D,60610,533.0,,,CONDO,199900.0,1862.0,196900.0,5106986000
3854133,-87.63266,41.91029,1.0,2.0,1560 N Sandburg Ter APT 1710J,60610,0.0,,,CONDO,489900.0,2669.0,470800.0,5451092000
54536153,-87.63044,41.90496,3.0,2.0,1234 N Dearborn St,60610,1555.0,,,TOWNHOUSE,1075000.0,,,5656268000
3843901,-87.62658,41.909004,3.0,3.0,1440 N Lake Shore Dr APT 21H,60610,1700.0,,,CONDO,449000.0,,,5748083000
